# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-06 22:00:44 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 50076800 LAGO BLANCO NEAR NAGUABO, PR
# -----------------------------------------------------------------------------------
#
# Data provided for site 50076800
#            TS   parameter     Description
#        124099       62614     Lake or reservoir water surface elevation above NGVD 1929, feet
#        124100       62616     Lake or reservoir water surface elevation above NGVD 1929, meters
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	124099_62614	124099_62614_cd	124100_62616	124100_62616_cd
USGS	50076800	2017-11-05 19:00	AST	94.08	P	28.676	P
USGS	50076800	2017-11-05 19:15	AST	94.08	P	28.676	P
USGS	50076800	2017-11-05 19:30	AST	94.09	P	28.679	P
USGS	50076800	2017-11-05 19:45	AST	94.09	P	28.679	P
USGS	50076800	2017-11-05 20:00	AST	94.10	P	28.682	P
USGS	50076800	2017-11-05 20:15	AST	94.09	P	28.679	P
USGS	50076800	2017-11-05 20:30	AST	94.10	P	28.682	P
USGS	50076800	2017-11-05 20:45	AST	94.09	P	28.679	P
USGS	50076800	2017-11-05 21:00	AST	94.10	P	28.682	P
USGS	50076800	2017-11-05 21:15	AST	94.10	P	28.682	P
USGS	50076800	2017-11-05 21:30	AST	94.11	P	28.685	P
USGS	50076800	2017-11-05 21:45	AST	94.11	P	28.685	P
USGS	50076800	2017-11-05 22:00	AST	94.10	P	28.682	P
USGS	50076800	2017-11-05 22:15	AST	94.10	P	28.682	P
USGS	50076800	2017-11-05 22:30	AST	94.10	P	28.682	P
USGS	50076800	2017-11-05 22:45	AST	94.11	P	28.685	P
USGS	50076800	2017-11-05 23:00	AST	94.11	P	28.685	P
USGS	50076800	2017-11-05 23:15	AST	94.11	P	28.685	P
USGS	50076800	2017-11-05 23:30	AST	94.11	P	28.685	P
USGS	50076800	2017-11-05 23:45	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 00:00	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 00:15	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 00:30	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 00:45	AST	94.10	P	28.682	P
USGS	50076800	2017-11-06 01:00	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 01:15	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 01:30	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 01:45	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 02:00	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 02:15	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 02:30	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 02:45	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 03:00	AST	94.10	P	28.682	P
USGS	50076800	2017-11-06 03:15	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 03:30	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 03:45	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 04:00	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 04:15	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 04:30	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 04:45	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 05:00	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 05:15	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 05:30	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 05:45	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 06:00	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 06:15	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 06:30	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 06:45	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 07:00	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 07:15	AST	94.10	P	28.682	P
USGS	50076800	2017-11-06 07:30	AST	94.10	P	28.682	P
USGS	50076800	2017-11-06 07:45	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 08:00	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 08:15	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 08:30	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 08:45	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 09:00	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 09:15	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 09:30	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 09:45	AST	94.10	P	28.682	P
USGS	50076800	2017-11-06 10:00	AST	94.10	P	28.682	P
USGS	50076800	2017-11-06 10:15	AST	94.09	P	28.679	P
USGS	50076800	2017-11-06 10:30	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 10:45	AST	94.10	P	28.682	P
USGS	50076800	2017-11-06 11:00	AST	94.10	P	28.682	P
USGS	50076800	2017-11-06 11:15	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 11:30	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 11:45	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 12:00	AST	94.10	P	28.682	P
USGS	50076800	2017-11-06 12:15	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 12:30	AST	94.10	P	28.682	P
USGS	50076800	2017-11-06 12:45	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 13:00	AST	94.11	P	28.685	P
USGS	50076800	2017-11-06 13:15	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 13:30	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 13:45	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 14:00	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 14:15	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 14:30	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 14:45	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 15:00	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 15:15	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 15:30	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 15:45	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 16:00	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 16:15	AST	94.12	P	28.688	P
USGS	50076800	2017-11-06 16:30	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 16:45	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 17:00	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 17:15	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 17:30	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 17:45	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 18:00	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 18:15	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 18:30	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 18:45	AST	94.13	P	28.691	P
USGS	50076800	2017-11-06 19:00	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 19:15	AST	94.15	P	28.697	P
USGS	50076800	2017-11-06 19:30	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 19:45	AST	94.16	P	28.700	P
USGS	50076800	2017-11-06 20:00	AST	94.14	P	28.694	P
USGS	50076800	2017-11-06 20:15	AST	94.18	P	28.706	P
USGS	50076800	2017-11-06 20:30	AST	94.18	P	28.706	P
USGS	50076800	2017-11-06 20:45	AST	94.20	P	28.712	P
USGS	50076800	2017-11-06 21:00	AST	94.19	P	28.709	P
USGS	50076800	2017-11-06 21:15	AST	94.20	P	28.712	P
USGS	50076800	2017-11-06 21:30	AST	94.20	P	28.712	P
USGS	50076800	2017-11-06 21:45	AST	94.20	P	28.712	P
USGS	50076800	2017-11-06 22:00	AST	94.25	P	28.727	P
USGS	50076800	2017-11-06 22:15	AST	94.24	P	28.724	P
USGS	50076800	2017-11-06 22:30	AST	94.24	P	28.724	P
