# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-06 22:01:11 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 50026140 LAGO CAONILLAS AT DAMSITE NR UTUADO, PR
# -----------------------------------------------------------------------------------
#
# Data provided for site 50026140
#            TS   parameter     Description
#        123894       62614     Lake or reservoir water surface elevation above NGVD 1929, feet
#        123895       62616     Lake or reservoir water surface elevation above NGVD 1929, meters
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	123894_62614	123894_62614_cd	123895_62616	123895_62616_cd
USGS	50026140	2017-11-05 22:15	AST	826.32	P	251.862	P
USGS	50026140	2017-11-05 22:30	AST	826.32	P	251.862	P
USGS	50026140	2017-11-05 22:45	AST	826.32	P	251.862	P
USGS	50026140	2017-11-05 23:00	AST	826.32	P	251.862	P
USGS	50026140	2017-11-05 23:15	AST	826.32	P	251.862	P
USGS	50026140	2017-11-05 23:30	AST	826.32	P	251.862	P
USGS	50026140	2017-11-05 23:45	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 00:00	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 00:15	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 00:30	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 00:45	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 01:00	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 01:15	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 01:30	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 01:45	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 02:00	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 02:15	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 02:30	AST	826.31	P	251.859	P
USGS	50026140	2017-11-06 02:45	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 03:00	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 03:15	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 03:30	AST	826.31	P	251.859	P
USGS	50026140	2017-11-06 03:45	AST	826.31	P	251.859	P
USGS	50026140	2017-11-06 04:00	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 04:15	AST	826.31	P	251.859	P
USGS	50026140	2017-11-06 04:30	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 04:45	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 05:00	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 05:15	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 05:30	AST	826.31	P	251.859	P
USGS	50026140	2017-11-06 05:45	AST	826.31	P	251.859	P
USGS	50026140	2017-11-06 06:00	AST	826.31	P	251.859	P
USGS	50026140	2017-11-06 06:15	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 06:30	AST	826.29	P	251.853	P
USGS	50026140	2017-11-06 06:45	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 07:00	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 07:15	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 07:30	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 07:45	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 08:00	AST	826.29	P	251.853	P
USGS	50026140	2017-11-06 08:15	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 08:30	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 08:45	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 09:00	AST	826.29	P	251.853	P
USGS	50026140	2017-11-06 09:15	AST	826.30	P	251.856	P
USGS	50026140	2017-11-06 09:30	AST	826.29	P	251.853	P
USGS	50026140	2017-11-06 09:45	AST	826.29	P	251.853	P
USGS	50026140	2017-11-06 10:00	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 10:15	AST	826.25	P	251.841	P
USGS	50026140	2017-11-06 10:30	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 10:45	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 11:00	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 11:15	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 11:30	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 11:45	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 12:00	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 12:15	AST	826.22	P	251.832	P
USGS	50026140	2017-11-06 12:30	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 12:45	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 13:00	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 13:15	AST	826.32	P	251.862	P
USGS	50026140	2017-11-06 13:30	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 13:45	AST	826.29	P	251.853	P
USGS	50026140	2017-11-06 14:00	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 14:15	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 14:30	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 14:45	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 15:00	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 15:15	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 15:30	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 15:45	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 16:00	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 16:15	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 16:30	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 16:45	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 17:15	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 17:30	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 17:45	AST	826.29	P	251.853	P
USGS	50026140	2017-11-06 18:00	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 18:15	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 18:30	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 18:45	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 19:00	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 19:15	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 19:30	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 19:45	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 20:00	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 20:15	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 20:30	AST	826.28	P	251.850	P
USGS	50026140	2017-11-06 20:45	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 21:00	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 21:15	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 21:30	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 21:45	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 22:00	AST	826.27	P	251.847	P
USGS	50026140	2017-11-06 22:15	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 22:30	AST	826.26	P	251.844	P
USGS	50026140	2017-11-06 22:45	AST	826.25	P	251.841	P
