# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-06 21:41:48 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 50045000 LAGO LA PLATA AT DAMSITE NR TOA ALTA, PR
# -----------------------------------------------------------------------------------
#
# Data provided for site 50045000
#            TS   parameter     Description
#        123965       62614     Lake or reservoir water surface elevation above NGVD 1929, feet
#        123967       62616     Lake or reservoir water surface elevation above NGVD 1929, meters
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	123965_62614	123965_62614_cd	123967_62616	123967_62616_cd
USGS	50045000	2017-11-05 08:15	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 08:30	AST	163.41	P	49.807	P
USGS	50045000	2017-11-05 08:45	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 09:00	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 09:15	AST	163.42	P	49.810	P
USGS	50045000	2017-11-05 09:30	AST	163.36	P	49.792	P
USGS	50045000	2017-11-05 09:45	AST	163.36	P	49.792	P
USGS	50045000	2017-11-05 10:00	AST	163.35	P	49.789	P
USGS	50045000	2017-11-05 10:15	AST	163.37	P	49.795	P
USGS	50045000	2017-11-05 10:30	AST	163.34	P	49.786	P
USGS	50045000	2017-11-05 10:45	AST	163.34	P	49.786	P
USGS	50045000	2017-11-05 11:00	AST	163.33	P	49.783	P
USGS	50045000	2017-11-05 11:15	AST	163.32	P	49.780	P
USGS	50045000	2017-11-05 11:30	AST	163.34	P	49.786	P
USGS	50045000	2017-11-05 11:45	AST	163.33	P	49.783	P
USGS	50045000	2017-11-05 12:00	AST	163.36	P	49.792	P
USGS	50045000	2017-11-05 12:15	AST	163.36	P	49.792	P
USGS	50045000	2017-11-05 12:30	AST	163.35	P	49.789	P
USGS	50045000	2017-11-05 12:45	AST	163.35	P	49.789	P
USGS	50045000	2017-11-05 13:00	AST	163.32	P	49.780	P
USGS	50045000	2017-11-05 13:15	AST	163.33	P	49.783	P
USGS	50045000	2017-11-05 13:30	AST	163.31	P	49.777	P
USGS	50045000	2017-11-05 13:45	AST	163.31	P	49.777	P
USGS	50045000	2017-11-05 14:00	AST	163.32	P	49.780	P
USGS	50045000	2017-11-05 14:15	AST	163.32	P	49.780	P
USGS	50045000	2017-11-05 14:30	AST	163.30	P	49.774	P
USGS	50045000	2017-11-05 14:45	AST	163.35	P	49.789	P
USGS	50045000	2017-11-05 15:00	AST	163.32	P	49.780	P
USGS	50045000	2017-11-05 15:15	AST	163.36	P	49.792	P
USGS	50045000	2017-11-05 15:30	AST	163.34	P	49.786	P
USGS	50045000	2017-11-05 15:45	AST	163.33	P	49.783	P
USGS	50045000	2017-11-05 16:00	AST	163.38	P	49.798	P
USGS	50045000	2017-11-05 16:15	AST	163.36	P	49.792	P
USGS	50045000	2017-11-05 16:30	AST	163.37	P	49.795	P
USGS	50045000	2017-11-05 16:45	AST	163.36	P	49.792	P
USGS	50045000	2017-11-05 17:00	AST	163.35	P	49.789	P
USGS	50045000	2017-11-05 17:08	AST	163.36	P	49.792	P
USGS	50045000	2017-11-05 17:15	AST	163.32	P	49.780	P
USGS	50045000	2017-11-05 17:30	AST	163.34	P	49.786	P
USGS	50045000	2017-11-05 17:45	AST	163.33	P	49.783	P
USGS	50045000	2017-11-05 18:00	AST	163.35	P	49.789	P
USGS	50045000	2017-11-05 18:15	AST	163.35	P	49.789	P
USGS	50045000	2017-11-05 18:30	AST	163.37	P	49.795	P
USGS	50045000	2017-11-05 18:45	AST	163.36	P	49.792	P
USGS	50045000	2017-11-05 19:00	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 19:15	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 19:30	AST	163.38	P	49.798	P
USGS	50045000	2017-11-05 19:45	AST	163.37	P	49.795	P
USGS	50045000	2017-11-05 20:00	AST	163.34	P	49.786	P
USGS	50045000	2017-11-05 20:15	AST	163.36	P	49.792	P
USGS	50045000	2017-11-05 20:30	AST	163.39	P	49.801	P
USGS	50045000	2017-11-05 20:45	AST	163.38	P	49.798	P
USGS	50045000	2017-11-05 21:00	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 21:15	AST	163.39	P	49.801	P
USGS	50045000	2017-11-05 21:30	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 21:45	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 22:00	AST	163.39	P	49.801	P
USGS	50045000	2017-11-05 22:15	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 22:30	AST	163.41	P	49.807	P
USGS	50045000	2017-11-05 22:45	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 23:00	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 23:15	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 23:30	AST	163.40	P	49.804	P
USGS	50045000	2017-11-05 23:45	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 00:00	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 00:15	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 00:30	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 00:45	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 01:00	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 01:07	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 01:15	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 01:30	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 01:45	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 02:00	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 02:15	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 02:30	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 02:45	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 03:00	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 03:15	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 03:30	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 03:45	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 04:00	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 04:15	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 04:30	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 04:45	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 05:00	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 05:15	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 05:30	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 05:45	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 06:00	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 06:15	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 06:30	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 06:45	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 07:00	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 07:15	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 07:30	AST	163.42	P	49.810	P
USGS	50045000	2017-11-06 07:45	AST	163.42	P	49.810	P
USGS	50045000	2017-11-06 08:00	AST	163.42	P	49.810	P
USGS	50045000	2017-11-06 08:15	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 08:30	AST	163.36	P	49.792	P
USGS	50045000	2017-11-06 08:45	AST	163.35	P	49.789	P
USGS	50045000	2017-11-06 09:00	AST	163.36	P	49.792	P
USGS	50045000	2017-11-06 09:15	AST	163.33	P	49.783	P
USGS	50045000	2017-11-06 09:30	AST	163.33	P	49.783	P
USGS	50045000	2017-11-06 09:45	AST	163.33	P	49.783	P
USGS	50045000	2017-11-06 10:00	AST	163.33	P	49.783	P
USGS	50045000	2017-11-06 10:15	AST	163.35	P	49.789	P
USGS	50045000	2017-11-06 10:30	AST	163.36	P	49.792	P
USGS	50045000	2017-11-06 10:45	AST	163.34	P	49.786	P
USGS	50045000	2017-11-06 11:00	AST	163.38	P	49.798	P
USGS	50045000	2017-11-06 11:15	AST	163.36	P	49.792	P
USGS	50045000	2017-11-06 11:30	AST	163.37	P	49.795	P
USGS	50045000	2017-11-06 11:45	AST	163.35	P	49.789	P
USGS	50045000	2017-11-06 12:00	AST	163.39	P	49.801	P
USGS	50045000	2017-11-06 12:15	AST	163.42	P	49.810	P
USGS	50045000	2017-11-06 12:30	AST	163.43	P	49.813	P
USGS	50045000	2017-11-06 12:45	AST	163.44	P	49.817	P
USGS	50045000	2017-11-06 13:00	AST	163.43	P	49.813	P
USGS	50045000	2017-11-06 13:15	AST	163.42	P	49.810	P
USGS	50045000	2017-11-06 13:30	AST	163.38	P	49.798	P
USGS	50045000	2017-11-06 13:45	AST	163.34	P	49.786	P
USGS	50045000	2017-11-06 14:00	AST	163.34	P	49.786	P
USGS	50045000	2017-11-06 14:15	AST	163.35	P	49.789	P
USGS	50045000	2017-11-06 14:30	AST	163.36	P	49.792	P
USGS	50045000	2017-11-06 14:45	AST	163.34	P	49.786	P
USGS	50045000	2017-11-06 15:00	AST	163.35	P	49.789	P
USGS	50045000	2017-11-06 15:15	AST	163.37	P	49.795	P
USGS	50045000	2017-11-06 15:30	AST	163.38	P	49.798	P
USGS	50045000	2017-11-06 15:45	AST	163.37	P	49.795	P
USGS	50045000	2017-11-06 16:00	AST	163.39	P	49.801	P
USGS	50045000	2017-11-06 16:15	AST	163.39	P	49.801	P
USGS	50045000	2017-11-06 16:30	AST	163.36	P	49.792	P
USGS	50045000	2017-11-06 16:45	AST	163.39	P	49.801	P
USGS	50045000	2017-11-06 17:00	AST	163.39	P	49.801	P
USGS	50045000	2017-11-06 17:15	AST	163.36	P	49.792	P
USGS	50045000	2017-11-06 17:30	AST	163.40	P	49.804	P
USGS	50045000	2017-11-06 17:45	AST	163.38	P	49.798	P
USGS	50045000	2017-11-06 18:00	AST	163.41	P	49.807	P
USGS	50045000	2017-11-06 18:15	AST	163.42	P	49.810	P
USGS	50045000	2017-11-06 18:30	AST	163.39	P	49.801	P
USGS	50045000	2017-11-06 18:45	AST	163.39	P	49.801	P
USGS	50045000	2017-11-06 19:00	AST	163.39	P	49.801	P
USGS	50045000	2017-11-06 19:15	AST	163.39	P	49.801	P
USGS	50045000	2017-11-06 19:30	AST	163.38	P	49.798	P
USGS	50045000	2017-11-06 19:45	AST	163.38	P	49.798	P
USGS	50045000	2017-11-06 20:00	AST	163.38	P	49.798	P
USGS	50045000	2017-11-06 20:15	AST	163.36	P	49.792	P
USGS	50045000	2017-11-06 20:30	AST	163.38	P	49.798	P
USGS	50045000	2017-11-06 20:45	AST	163.37	P	49.795	P
USGS	50045000	2017-11-06 21:00	AST	163.37	P	49.795	P
USGS	50045000	2017-11-06 21:15	AST	163.38	P	49.798	P
USGS	50045000	2017-11-06 21:30	AST	163.35	P	49.789	P
USGS	50045000	2017-11-06 21:45	AST	163.36	P	49.792	P
