# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-06 22:01:49 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 50113950 LAGO CERRILLOS AT DAMSITE NR PONCE, PR
# -----------------------------------------------------------------------------------
#
# Data provided for site 50113950
#            TS   parameter     Description
#        163437       62614     Lake or reservoir water surface elevation above NGVD 1929, feet
#        163438       00045     Precipitation, total, inches
#        163628       62616     Lake or reservoir water surface elevation above NGVD 1929, meters
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	163437_62614	163437_62614_cd	163438_00045	163438_00045_cd	163628_62616	163628_62616_cd
USGS	50113950	2017-11-05 04:15	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 04:19	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 04:24	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 04:28	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 04:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 04:38	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 04:44	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 04:45	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 04:49	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 04:54	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 04:58	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 05:00	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 05:03	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 05:08	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 05:12	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 05:15	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 05:17	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 05:23	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 05:28	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 05:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 05:32	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 05:36	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 05:40	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 05:45	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 05:51	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 05:56	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 06:00	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 06:05	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 06:11	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 06:15	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 06:16	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 06:21	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 06:25	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 06:30	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 06:31	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 06:35	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 06:39	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 06:45	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 06:50	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 06:55	AST			0.00	P		
USGS	50113950	2017-11-05 07:00	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 07:06	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 07:11	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 07:15	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 07:17	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 07:21	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 07:30	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 07:36	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 07:40	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 07:45	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 07:46	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 07:51	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 07:56	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 08:00	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 08:01	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 08:07	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 08:12	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 08:15	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 08:18	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 08:23	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 08:30	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 08:32	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 08:36	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 08:41	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 08:45	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 08:47	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 08:53	AST			0.00	P		
USGS	50113950	2017-11-05 08:57	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:00	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:03	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:08	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:14	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:15	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 09:20	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 09:24	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:28	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:30	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:32	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:38	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 09:43	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 09:45	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:49	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:55	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 09:59	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 10:00	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 10:05	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 10:09	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 10:15	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 10:19	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 10:24	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 10:29	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 10:30	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 10:35	AST			0.00	P		
USGS	50113950	2017-11-05 10:40	AST			0.00	P		
USGS	50113950	2017-11-05 10:45	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 10:46	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 10:51	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 10:56	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 11:00	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 11:06	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 11:11	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 11:15	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 11:20	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 11:24	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 11:30	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 11:35	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 11:40	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 11:44	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 11:45	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 11:50	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 11:54	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 11:59	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 12:00	AST	571.26	P	0.00	P	174.120	P
USGS	50113950	2017-11-05 12:09	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 12:14	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 12:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 12:19	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 12:23	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 12:28	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 12:30	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 12:32	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 12:38	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 12:43	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 12:45	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 12:49	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 12:54	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 12:59	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 13:00	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 13:04	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 13:10	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 13:15	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 13:20	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 13:25	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 13:30	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 13:34	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 13:40	AST	571.27	P	0.00	P	174.123	P
USGS	50113950	2017-11-05 13:45	AST	571.27	P	0.01	P	174.123	P
USGS	50113950	2017-11-05 13:50	AST			0.11	P		
USGS	50113950	2017-11-05 14:00	AST	571.29	P	0.01	P	174.129	P
USGS	50113950	2017-11-05 14:01	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:07	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 14:11	AST	571.28	P	0.00	P	174.126	P
USGS	50113950	2017-11-05 14:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:16	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:20	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:25	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:30	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:31	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:35	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:41	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:50	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:55	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 14:59	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:00	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 15:03	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 15:08	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:14	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:20	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:25	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:30	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:35	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:40	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:44	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:49	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 15:55	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:00	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:05	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:09	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:14	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:19	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:23	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:29	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:30	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:33	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:37	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:42	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 16:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:47	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:54	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 16:57	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:00	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 17:02	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 17:07	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:12	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:17	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:23	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:28	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:30	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:34	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:39	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:55	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 17:59	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:00	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:03	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:08	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:13	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:17	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:22	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:28	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:30	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:32	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:37	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:43	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 18:45	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 18:54	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 18:59	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 19:00	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 19:10	AST			0.00	P		
USGS	50113950	2017-11-05 19:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 19:20	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 19:25	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 19:30	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 19:34	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 19:40	AST			0.00	P		
USGS	50113950	2017-11-05 19:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 19:49	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 19:54	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 20:00	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 20:03	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 20:09	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 20:14	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 20:15	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 20:20	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 20:26	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 20:30	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 20:32	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 20:37	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 20:43	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 20:45	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 20:49	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 20:54	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 21:00	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 21:05	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 21:11	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 21:15	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 21:19	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 21:24	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 21:28	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 21:30	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 21:34	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 21:39	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 21:44	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 21:45	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 21:50	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 21:54	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 22:00	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 22:05	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 22:10	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 22:14	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 22:15	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 22:18	AST	571.29	P	0.00	P	174.129	P
USGS	50113950	2017-11-05 22:23	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 22:29	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 22:30	AST	571.30	P	0.00	P	174.132	P
USGS	50113950	2017-11-05 22:33	AST	571.30	P	0.00	P	174.132	P
